token,community,size,mean_cosine_to_own_others,nearest_other_community,cosine_margin,cosine_silhouette,hsk_levels,pinyin,dictionary_translation,dictionary_translation_source,repeat_cluster_match_fraction
粗,219,24,0.36732069308401055,59,-0.06670185273050361,-0.10542758709091253,4,cū,coarse; rough; thick (for cylindrical objects); unfinished; vulgar; rude; crude; variant of 粗; remote; distant; variant of 粗,Translation,0.75
水灵灵,219,24,0.36487492266903976,505,-0.030128753745449988,-0.04743751242206117,7-9,shuǐlínglíng,see 水灵,Translation,0.5
特例,220,6,0.5203750360276955,1046,0.18771668556001364,0.28129022921253,7-9,tèlì,special case; isolated example,Translation,1.0
先例,220,6,0.5020984654718802,556,0.11228376081527924,0.18401584186339393,7-9,xiānlì,antecedent; precedent,Translation,1.0
例子,220,6,0.4750315408389267,1084,0.09375558897659148,0.15153053975967506,2,lìzi,case; (for) instance; example,Translation,0.75
例外,220,6,0.4740658045162885,1330,0.09604545835158512,0.15441897135917954,5,lìwài,exception; to be an exception,Translation,1.0
惯例,220,6,0.41007294656795795,304,0.020472043772166326,0.03353878448695916,7-9,guànlì,convention; usual practice,Translation,0.25
个案,220,6,0.3989956403611266,218,-0.009160426771823216,-0.015241864097837015,7-9,gè'àn,individual case; special case,Translation,1.0
当中,221,4,0.688535607785146,394,0.31589186880008435,0.5035286780895974,3,dāngzhōng,among; in the middle; in the center,Translation,1.0
中,221,4,0.6299432927424401,72,0.1984298342520684,0.34904930858193,1,zhōng,"China; Chinese; surname Zhong; within; among; in; middle; center; while (doing sth); during; (dialect) OK; all right; to hit (the mark); to be hit by; to suffer; to win (a prize, a lottery)",Translation,1.0
之中,221,4,0.5678601280552257,780,0.2102434650760997,0.32728661059473885,5,zhīzhōng,inside; among; in the midst of (doing sth); during,Translation,1.0
其中,221,4,0.45276872069928803,614,0.06448040158841767,0.10540979288591441,2,qízhōng,among; in; included among these,Translation,1.0
开发商,222,3,0.48222279558781783,249,0.14717149744633834,0.22132759570023433,7-9,kāifāshāng,"developer (of real estate, a commercial product etc)",Translation,1.0
房地产,222,3,0.47684094235783936,510,0.0939804010141504,0.15228389579686347,7-9,fángdìchǎn,real estate,Translation,1.0
中介,222,3,0.43439829258483487,738,0.06285551099341946,0.100015576482017,4,zhōngjiè,to act as intermediary; to link; intermediate; inter-; agency; agent,Translation,1.0
治疗,223,71,0.5236358473009357,1357,0.11644165012304875,0.1964246125269292,4,zhìliáo,to treat (an illness); medical treatment; therapy,Translation,1.0
患者,223,71,0.49156652515944543,1357,0.0636750323158175,0.1112988734118115,6,huànzhě,patient; sufferer,Translation,1.0
病人,223,71,0.4902416288086026,1055,0.010000806970223708,0.019241232075201516,1,bìngrén,sick person; patient; invalid,Translation,1.0
急诊,223,71,0.4843087051572976,1055,-0.0312971021470847,-0.06068960725162334,7-9,jízhěn,"to give or receive urgent medical treatment; emergency treatment (at a hospital emergency department, or from a doctor on a house call)",Translation,1.0
疾病,223,71,0.48311469642208016,439,0.03809220282123482,0.0686373814830576,6,jíbìng,disease; sickness; ailment,Translation,0.5
确诊,223,71,0.4718600604713109,1357,-0.0661876108467433,-0.12532210857942114,7-9,quèzhěn,to make a definite diagnosis; confirmed (case of a specific disease),Translation,0.5
病症,223,71,0.4688588967355237,439,0.03012579584441044,0.0536746348167701,7-9,bìngzhèng,disease; illness,Translation,0.5
肿瘤,223,71,0.466905770611878,372,0.015214351725693298,0.02774779065975474,7-9,zhǒngliú,tumor,Translation,0.5
急性,223,71,0.46627911261609034,1357,-0.01932976313540502,-0.03621698830291603,7-9,jíxìng,acute,Translation,0.5
住院,223,71,0.4647942794085057,1055,-0.050910233187624665,-0.09512273734921986,2,zhùyuàn,to be in hospital; to be hospitalized,Translation,1.0
癌症,223,71,0.4625278694456932,439,0.0693950636214134,0.11434967038491752,7-9,áizhèng,cancer,Translation,0.5
手术,223,71,0.46059442156015445,468,0.005751377279148595,0.010549947531281703,4,shǒushù,(surgical) operation; surgery,Translation,1.0
糖尿病,223,71,0.4575170831136924,497,0.06762685937216101,0.11084375632674884,7-9,tángniàobìng,diabetes; diabetes mellitus,Translation,0.5
病,223,71,0.4551502857557669,439,0.005186000858916295,0.009428480217768683,1,bìng,illness; disease; to fall ill; defect,Translation,0.5
病情,223,71,0.4466800179421492,1055,0.10019958876963331,0.15332301164716605,6,bìngqíng,state of an illness; patient's condition,Translation,0.5
就诊,223,71,0.44665027359185056,468,-0.03809147378745242,-0.06883797347241534,7-9,jiùzhěn,to see a doctor; to seek medical advice,Translation,1.0
外科,223,71,0.4454449897082385,1312,0.0711780970366534,0.11375152793265203,6,wàikē,surgery (branch of medicine),Translation,1.0
慢性,223,71,0.44318275117136224,1357,-0.04075501895688788,-0.07319280974614781,7-9,mànxìng,slow and patient; chronic (disease); slow to take effect (e.g. a slow poison),Translation,0.5
门诊,223,71,0.4431261037538639,1055,-0.0765095139791378,-0.13739109427625412,5,ménzhěn,outpatient service,Translation,1.0
内科,223,71,0.44239494713625627,1055,0.04111886533579545,0.06867750575164361,4,nèikē,internal medicine; general medicine,Translation,1.0
心脏病,223,71,0.4421666647402002,372,0.07567487015401858,0.11945365428153613,6,xīnzàngbìng,heart disease,Translation,0.5
患病,223,71,0.44158637646916354,148,0.028523327152757294,0.0485969184927559,7-9,huànbìng,to fall ill,Translation,0.5
儿科,223,71,0.44100034494193163,1055,0.006970706174689201,0.01231638024207856,6,érkē,pediatrics,Translation,1.0
诊断,223,71,0.44064631366859724,468,-0.051030404328000045,-0.09123101460667926,5,zhěnduàn,to diagnose,Translation,1.0
高血压,223,71,0.43794537534955413,95,0.05858157029393585,0.09438954861339602,7-9,gāoxuèyā,high blood pressure; hypertension,Translation,0.5
发病,223,71,0.4374886896431895,439,-0.003813788670256557,-0.006779932420980746,6,fābìng,(of an illness) to occur; (of a person) to get sick; to fall ill; onset (of a medical condition),Translation,0.5
医生,223,71,0.4353101827902256,969,-0.008542003412777333,-0.015126894717147161,1,yīshēng,doctor,Translation,1.0
复发,223,71,0.4346555334455027,1357,0.035468922269965564,0.05903483998477998,7-9,fùfā,to recur (of a disease); to reappear; to relapse (into a former bad state),Translation,0.5
治愈,223,71,0.43441243939087576,1357,0.027991850897528592,0.04715771867234786,7-9,zhìyù,to cure; to restore to health; uplifting; heartwarming,Translation,0.5
救治,223,71,0.4332341794140196,443,-0.07291910608936786,-0.12865826314998438,7-9,jiùzhì,to provide critical care (to a patient or a diseased plant),Translation,1.0
抑郁症,223,71,0.4299869290032555,97,-0.009469951089365325,-0.016613568304330008,7-9,yìyùzhèng,clinical depression,Translation,0.5
精神病,223,71,0.4292144204582837,97,0.02847898258825804,0.04752322160855775,7-9,jīngshénbìng,mental disorder; psychosis,Translation,0.5
临床,223,71,0.42869105165360394,1357,0.019521198919991878,0.033040289176697005,7-9,línchuáng,clinical,Translation,1.0
医院,223,71,0.4283644071849603,1055,-0.07084314906275085,-0.12393061235722082,1,yīyuàn,hospital,Translation,1.0
打针,223,71,0.4280405133618311,744,-0.003978601132492654,-0.006956089068262344,4,dǎzhēn,to give or have an injection,Translation,1.0
传染病,223,71,0.4277467872634519,439,-0.0974207971557986,-0.17024071684967332,7-9,chuánrǎnbìng,infectious disease; contagious disease; pestilence,Translation,0.5
西医,223,71,0.42427672570511415,240,0.07777427261635378,0.11901234057259177,2,xīyī,Western medicine; a doctor trained in Western medicine,Translation,1.0
针灸,223,71,0.4220818959723135,747,0.013972797299446671,0.023607048643790558,7-9,zhēnjiǔ,acupuncture and moxibustion; to give or have acupuncture and moxibustion,Translation,0.75
出院,223,71,0.4214371309877332,1055,0.0025348530412610537,0.004362180309885125,2,chūyuàn,to leave hospital; to be discharged from hospital,Translation,1.0
治病,223,71,0.42136310246087266,497,0.0589936545143242,0.09252011893774313,6,zhì bìng,to treat an illness,Translation,1.0
患,223,71,0.41542401223885783,439,0.03278672009217509,0.053107710710581305,7-9,huàn,to suffer (from illness); to contract (a disease); misfortune; trouble; danger; worry,Translation,0.5
康复,223,71,0.4144675357487207,511,-0.0041917638633245935,-0.00715889232322013,6,kāngfù,to recuperate; to recover (health); to convalesce,Translation,1.0
看病,223,71,0.4128834035204995,468,0.011638524751578616,0.019437870907307007,1,kànbìng,to visit a doctor; to see a patient,Translation,1.0
求医,223,71,0.4105474990883133,161,0.02985975566294402,0.04821437868531155,7-9,qiúyī,to seek medical treatment; to see a doctor,Translation,1.0
出血,223,71,0.4075263848231285,95,-0.04714526630182575,-0.07957361322790955,7-9,chūxiě,to bleed; bleeding; (fig.) to spend money in large amounts,Translation,0.25
患有,223,71,0.4062500650095773,1357,-0.017152840454595086,-0.02888899761289534,7-9,huànyǒu,to contract (an illness); to be afflicted with; to suffer from,Translation,0.5
疗效,223,71,0.4058667127429977,240,-0.022298037594603026,-0.037530362416737705,7-9,liáoxiào,healing efficacy; healing effect,Translation,0.5
中医,223,71,0.4045322945891244,497,-0.008281011265672988,-0.013906734471786518,2,zhōngyī,traditional Chinese medical science; a doctor trained in Chinese medicine,Translation,0.75
骨折,223,71,0.403069769877285,446,-0.03809958146205522,-0.06382585357458423,7-9,gǔzhé,to suffer a fracture; (of a bone) to break; fracture,Translation,0.5
癌,223,71,0.398719708885771,1357,-0.021422345672029275,-0.03562788601025264,7-9,ái,cancer; carcinoma; also pr. [yán],Translation,0.5
输液,223,71,0.39644809953892385,240,-0.009177243783830058,-0.015205392902945314,7-9,shūyè,intravenous infusion; to get put on an IV,Translation,0.75
艾滋病,223,71,0.396027959753579,439,-0.07181500656455148,-0.11890452169814178,7-9,àizībìng,AIDS (loanword),Translation,0.5
急救,223,71,0.3939237535035702,443,-0.08743280768035927,-0.14426040978471882,6,jíjiù,to give emergency treatment; first aid,Translation,0.75
疗法,223,71,0.39229025890763614,1231,-0.0355622226959863,-0.058518434527744904,7-9,liáofǎ,therapy; treatment,Translation,1.0
会诊,223,71,0.3921412949713152,468,-0.10988722990432565,-0.18077758695442236,7-9,huìzhěn,consultation (medical); to meet for diagnosis; (by extension) consultation of different specialists,Translation,0.75
药物,223,71,0.3917009022252778,240,-0.1434180352670928,-0.23576894292913508,4,yàowù,medicaments; pharmaceuticals; medication; medicine; drug,Translation,0.5
生病,223,71,0.3907191549153259,1271,0.0029312167973449266,0.004787910888808761,1,shēngbìng,to fall ill,Translation,0.5
手术室,223,71,0.38250141237124796,1055,-0.06981177236691122,-0.11305576039452075,7-9,shǒushùshì,operating room,Translation,0.5
医学,223,71,0.3805195088847769,753,-0.020818233920704032,-0.03360595566653906,4,yīxué,medicine; medical science; study of medicine,Translation,0.75
流感,223,71,0.3798823917939589,439,-0.11009616007066514,-0.1775407739012056,6,liúgǎn,flu; influenza,Translation,0.5
就医,223,71,0.37619707609860636,352,0.03327960397450663,0.05064752533001765,7-9,jiùyī,to receive medical treatment,Translation,0.75
职业病,223,71,0.3746510313055168,196,-0.07730214137819902,-0.12361440611244583,7-9,zhíyèbìng,occupational disease,Translation,0.5
麻醉,223,71,0.3728092049448513,1312,0.01452666867661706,0.02263717211643327,7-9,mázuì,anesthesia; to anesthetize; (fig.) to corrupt (sb's mind); to enervate; to numb the mind (to escape from harsh reality),Translation,1.0
病床,223,71,0.3709820995504088,1055,-0.3302152862375551,-0.5249696169243091,7-9,bìngchuáng,hospital bed; sickbed,Translation,0.75
挂号,223,71,0.37027660640784804,1055,-0.0902524229615062,-0.1433207403121494,7-9,guàhào,to register (at a hospital etc); to send by registered mail,Translation,0.75
护士,223,71,0.36908961056161693,1055,-0.07721232654165455,-0.12238239825212988,4,hùshi,nurse,Translation,0.75
感染,223,71,0.3662430636086363,439,-0.14440876324988422,-0.22786143229004055,7-9,gǎnrǎn,to infect; infection; (fig.) to influence,Translation,0.5
中毒,223,71,0.34924101361698706,439,-0.09986868968539636,-0.1534649413609747,5,zhòngdú,to be poisoned,Translation,0.25
失明,223,71,0.34773205860896667,445,-0.042126753484768076,-0.06458504367841239,7-9,shīmíng,to lose one's eyesight; to become blind; blindness,Translation,0.25
近视,223,71,0.34468422269971183,97,0.003926197053502112,0.005955623589275604,6,jìnshì,shortsighted; nearsighted; myopia,Translation,0.5
医疗,223,71,0.3352471402610038,753,-0.06097428884856959,-0.09172474846142083,4,yīliáo,medical treatment,Translation,0.75
绘画,224,30,0.5621147651558246,185,0.17879321168712037,0.289929399499528,6,huìhuà,drawing; painting,Translation,1.0
国画,224,30,0.5493392491765189,185,0.18781094197704074,0.2941570379623997,7-9,guóhuà,traditional Chinese painting,Translation,1.0
油画,224,30,0.5369340013873198,185,0.19354949706908253,0.2947683969415319,7-9,yóuhuà,oil painting,Translation,1.0
画,224,30,0.5213114597322304,705,0.11944651384371108,0.1996982337394467,2,huà,to draw; to paint; picture; painting; to draw (a line) (variant of 划); stroke of a Chinese character (variant of 划); (calligraphy) horizontal stroke (variant of 划),Translation,1.0
雕塑,224,30,0.5093009596624378,771,0.15664095933818856,0.24197633301920043,7-9,diāosù,a statue; a Buddhist image; sculpture; to carve,Translation,1.0
壁画,224,30,0.5036759046726427,474,0.13745286742975327,0.21687892666813588,7-9,bìhuà,mural (painting); fresco,Translation,1.0
素描,224,30,0.5004157566171857,920,0.14001114598333564,0.21890580875213797,7-9,sùmiáo,sketch,Translation,1.0
雕刻,224,30,0.49358574299193964,562,0.10485587267257318,0.17153770089723935,7-9,diāokè,to carve; to engrave; carving,Translation,0.75
中国画,224,30,0.49008123653374386,185,0.16643916147194576,0.24608148339084396,7-9,zhōngguóhuà,Chinese painting,Translation,1.0
年画,224,30,0.4764873691707133,895,0.11153829180293073,0.17563676837223788,7-9,niánhuà,New Year (Spring Festival) picture,Translation,1.0
书法,224,30,0.4690791081171074,1283,0.07198634850788499,0.11939871291183474,5,shūfǎ,calligraphy; handwriting; penmanship,Translation,1.0
图画,224,30,0.4650023045318441,874,0.07174343488386437,0.1182438956169662,3,túhuà,drawing; picture,Translation,1.0
画家,224,30,0.4628033865314596,254,0.054674558721172106,0.09237577582786421,2,huàjiā,painter,Translation,1.0
美术,224,30,0.4573192558045067,381,0.034350987410036504,0.05953049984696424,3,měishù,art; fine arts; painting,Translation,1.0
工艺品,224,30,0.44734273279639136,898,0.012537250170430059,0.02218218645976897,5,pǐn (gōngyìpǐn),(bound form) article; commodity; product; goods; (bound form) grade; rank; kind; type; variety; character; disposition; nature; temperament; to taste sth; to sample; to criticize; to comment; to judge; to size up; fret (on a guitar or lute),Translation,0.75
刺绣,224,30,0.44650357133471624,204,-0.003008075889710027,-0.00543467985324445,7-9,cìxiù,to embroider; embroidery,Translation,0.75
画册,224,30,0.44470806386005873,1104,-0.0006024393843412912,-0.0010849056957843587,7-9,huàcè,picture album,Translation,0.25
肖像,224,30,0.44140962495808,921,0.050354130411189746,0.08269083629175983,7-9,xiàoxiàng,"portrait (painting, photo etc); (in a general sense) representation of a person; likeness",Translation,1.0
画展,224,30,0.44004724773620413,361,-0.02817453590179636,-0.05031591645525707,7-9,huàzhǎn,art exhibition,Translation,1.0
图案,224,30,0.4240309760896481,562,-0.008390469756909491,-0.014567571186285613,4,tú'àn,design; pattern,Translation,0.75
瓷器,224,30,0.424002705125077,936,-0.0013300199229882015,-0.0023090732106250834,7-9,cíqì,chinaware; porcelain,Translation,1.0
