token,community,size,mean_cosine_to_own_others,nearest_other_community,cosine_margin,cosine_silhouette,max_membership,second_community,second_membership,membership_margin,normalized_membership_entropy,hsk_levels,pinyin,dictionary_translation,dictionary_translation_source,second_component_representatives,repeat_cluster_match_fraction
不必,0,37,0.37397498549083896,276,0.013815222698802143,0.02159167538304085,0.999999506567968,276,4.905845637894628e-7,0.9999990159834042,1.2812412588969506e-6,3,bùbì,need not; does not have to; not necessarily,Translation,要不 | 要不然 | 非得 | 不要 | 不然 | 免得 | 怕 | 别 | 想 | 何必 | 不用 | 干吗,0.0
长辈,33,38,0.5224877791635962,385,0.07256615366904162,0.1319196627831136,0.9999999999999858,397,9.515539942274051e-15,0.9999999999999762,5.3647871383097635e-14,7-9,zhǎngbèi,one's elders; older generation,Translation,师父 | 小偷儿 | 阎王 | 仇人 | 徒弟 | 大人 | 恩人 | 皇上 | 小人 | 家伙 | 皇帝 | 祖宗,0.75
亲生,33,38,0.5169970961992914,323,0.1027674139962853,0.17543977711738654,1.0,195,4.105212823644507e-16,0.9999999999999996,2.4275503046173095e-15,7-9,qīnshēng,one's own (child) (i.e. one's child by birth); biological (parents); birth (parents),Translation,父女 | 母女 | 母子 | 相识 | 相依为命 | 朝夕相处 | 夫妻 | 姐妹 | 爱人 | 情人 | 亲密 | 相处,0.75
老人家,33,38,0.4754167457640602,92,0.03925627536291426,0.06962313442415653,0.9999999812824145,92,1.848065671803622e-8,0.9999999628017578,5.8944091353427615e-8,7-9,lǎorenjia,polite term for old woman or man,Translation,妈 | 爸 | 闺女 | 妈妈 | 爸爸 | 嫂子 | 爹 | 媳妇 | 老婆 | 姐 | 大姐 | 阿姨,0.25
老家,33,38,0.4708212295102727,92,0.09178916058553088,0.14781626553015426,0.9999999999984794,193,1.423614660342904e-12,0.9999999999970558,7.240372160938071e-12,4,lǎojiā,native place; place of origin; home state or region,Translation,老太太 | 老汉 | 大妈 | 老人 | 师傅 | 邻居 | 老王 | 服务员 | 老板 | 小伙子 | 保姆 | 小贩,0.75
人行道,34,37,0.47201984977683215,328,0.10078753766579052,0.16029376128435818,0.9999999717173442,372,2.8282656350459457e-8,0.9999999434346879,8.676743629505483e-8,7-9,rénxíngdào,sidewalk,Translation,列车 | 公交车 | 火车 | 电车 | 公共汽车 | 货车 | 车辆 | 大巴 | 慢车 | 出租车 | 巴士 | 公路,1.0
楼梯,34,37,0.44675237315828337,331,-0.027151204153891384,-0.049076042691565305,0.9999999590190507,283,4.09743089156758e-8,0.9999999180447418,1.231982877034486e-7,4,lóutī,stair; staircase,Translation,房间 | 卧室 | 浴室 | 卫生间 | 病房 | 寝室 | 洗手间 | 客厅 | 宿舍 | 教室 | 楼道 | 书房,0.25
过道,34,37,0.4464586409968672,331,-0.045858759726329135,-0.08284613061057573,0.9999999999900808,328,6.787766522242981e-12,0.999999999983293,4.493861515887643e-11,7-9,guòdào,passageway; corridor; aisle,Translation,体育馆 | 体育场 | 球场 | 操场 | 礼堂 | 场馆 | 场地 | 广场 | 舞厅 | 大厅 | 草坪 | 看台,0.0
马路,34,37,0.4416833476002643,379,0.09046154290842484,0.13943369793039503,0.9999989483975598,372,1.0516024375006948e-6,0.9999978967951223,2.5915391651947043e-6,1,mǎlù,street; road,Translation,列车 | 公交车 | 火车 | 电车 | 公共汽车 | 货车 | 车辆 | 大巴 | 慢车 | 出租车 | 巴士 | 公路,1.0
居民楼,34,37,0.4248829521299131,283,0.028308415145681665,0.04691286145633179,0.9999999999972147,372,1.7587009525632058e-12,0.999999999995456,1.3158042373462164e-11,7-9,jūmínlóu,apartment building; residential tower,Translation,列车 | 公交车 | 火车 | 电车 | 公共汽车 | 货车 | 车辆 | 大巴 | 慢车 | 出租车 | 巴士 | 公路,0.5
停车场,34,37,0.42046702904995276,328,0.014554327410659817,0.024498634208844915,0.9999948108665025,372,5.189130703083995e-6,0.9999896217357994,0.000011405464695425996,2,tíngchēchǎng,parking lot; car park,Translation,列车 | 公交车 | 火车 | 电车 | 公共汽车 | 货车 | 车辆 | 大巴 | 慢车 | 出租车 | 巴士 | 公路,1.0
临街,34,37,0.4100394274005852,368,0.012060256830849547,0.02003295607273761,0.9999999999991758,289,8.246276335512562e-13,0.9999999999983511,3.9681641013685165e-12,7-9,línjiē,facing the street,Translation,宫殿 | 教堂 | 花园 | 公园 | 别墅 | 寺庙 | 皇宫 | 喷泉 | 清真寺 | 幢 | 四合院 | 博物馆,0.25
楼房,34,37,0.40994882703838825,331,0.0057914409287255775,0.009719749466914455,0.9999869766068717,289,0.00001287653810049709,0.9999741000687713,0.000026759515307898544,6,lóufáng,a building of two or more stories,Translation,宫殿 | 教堂 | 花园 | 公园 | 别墅 | 寺庙 | 皇宫 | 喷泉 | 清真寺 | 幢 | 四合院 | 博物馆,0.25
栏杆,34,37,0.4098050331878565,331,-0.06408309218795932,-0.10857953014085385,0.9999997920381748,331,2.0795197332430005e-7,0.9999995840862015,5.687678217241792e-7,7-9,lángān,railing; banister,Translation,柜子 | 书桌 | 桌子 | 椅子 | 凳子 | 书橱 | 窗子 | 书柜 | 写字台 | 书架 | 窗台 | 屋子,0.25
围墙,34,37,0.4035973457122559,331,-0.01950340212183188,-0.03270173595240599,0.9999999999374438,331,6.253594970150472e-11,0.9999999998749078,2.5577387941258927e-10,7-9,wéiqiáng,perimeter wall; fence,Translation,柜子 | 书桌 | 桌子 | 椅子 | 凳子 | 书橱 | 窗子 | 书柜 | 写字台 | 书架 | 窗台 | 屋子,0.25
地铁站,34,37,0.40324606873428054,372,0.030673312428143362,0.04888744111199221,0.9989700746354018,372,0.0010299253503248962,0.9979401492850769,0.001354176205986383,2,dìtiězhàn,subway station,Translation,列车 | 公交车 | 火车 | 电车 | 公共汽车 | 货车 | 车辆 | 大巴 | 慢车 | 出租车 | 巴士 | 公路,1.0
路边,34,37,0.3927644280745152,201,-0.005219012789821953,-0.008594708595995081,0.9999999999997584,201,2.3886650938374207e-13,0.9999999999995195,1.1991473272432462e-12,2,lù biān,curb; roadside; wayside,Translation,旁边 | 里边 | 后边 | 前边 | 外边 | 上边 | 那边 | 那儿 | 后面 | 前面 | 下边 | 上面,0.5
立交桥,34,37,0.39154553515327817,372,0.03550140128232765,0.0551301776249571,0.9999770697133834,372,0.00002292814259759067,0.9999541415707858,0.00004471653657968032,7-9,lìjiāoqiáo,overpass; flyover,Translation,列车 | 公交车 | 火车 | 电车 | 公共汽车 | 货车 | 车辆 | 大巴 | 慢车 | 出租车 | 巴士 | 公路,0.75
教学楼,34,37,0.3911294243425186,283,-0.036934815489144124,-0.06066119297891941,0.9999999153909336,283,8.312256592431664e-8,0.9999998322683676,2.4539557669718774e-7,1,jiàoxuélóu,teaching block; school building,Translation,房间 | 卧室 | 浴室 | 卫生间 | 病房 | 寝室 | 洗手间 | 客厅 | 宿舍 | 教室 | 楼道 | 书房,0.0
路口,34,37,0.38922307304543236,284,0.03370272142388292,0.05229446966817484,0.9999746030202991,372,0.000025396970012688742,0.9999492060502864,0.000049089702547187096,1,lùkǒu,crossing; intersection (of roads),Translation,列车 | 公交车 | 火车 | 电车 | 公共汽车 | 货车 | 车辆 | 大巴 | 慢车 | 出租车 | 巴士 | 公路,0.75
停车位,34,37,0.3799184972021689,372,0.03788236250953547,0.05757514129113884,0.9999999598506698,372,4.0149165422469065e-8,0.9999999197015044,1.2082540130400483e-7,7-9,tíngchēwèi,parking space; parking spot,Translation,列车 | 公交车 | 火车 | 电车 | 公共汽车 | 货车 | 车辆 | 大巴 | 慢车 | 出租车 | 巴士 | 公路,0.5
小区,34,37,0.37835520938153366,283,0.019228565591658975,0.030003690128997094,0.9999999999965183,371,2.9582912098416017e-12,0.99999999999356,1.6274145439227432e-11,7-9,xiǎoqū,neighborhood; district,Translation,灌溉 | 亩 | 公顷 | 耕地 | 住宅 | 果园 | 绿化 | 房屋 | 土地 | 水源 | 水库 | 水利,0.5
大楼,34,37,0.3774234032817293,283,-0.005225075959691405,-0.008392663629236628,0.9994604039832546,289,0.0005395959883967202,0.9989208079948579,0.0007677160628568458,4,dà lóu,"building (a relatively large, multistory one)",Translation,宫殿 | 教堂 | 花园 | 公园 | 别墅 | 寺庙 | 皇宫 | 喷泉 | 清真寺 | 幢 | 四合院 | 博物馆,0.0
大街,34,37,0.37603677837975197,328,0.03682682652982178,0.05573150902154358,0.9999999992397193,372,4.796757194677751e-10,0.9999999987600435,2.9231782158378904e-9,6,dàjiē,street; main street,Translation,列车 | 公交车 | 火车 | 电车 | 公共汽车 | 货车 | 车辆 | 大巴 | 慢车 | 出租车 | 巴士 | 公路,0.75
空地,34,37,0.3752875128668303,379,0.007545327029666649,0.011933940333592009,0.9999999999823501,379,1.7559276671189087e-11,0.9999999999647908,7.597147187069301e-11,7-9,kòngdì,air-to-surface (missile); vacant land; open space,Translation,树林 | 松树 | 山坡 | 柳树 | 树木 | 山岭 | 柏树 | 树梢 | 树枝 | 树荫 | 槐树 | 小溪,0.25
电梯,34,37,0.37022489327468744,283,-0.012603435348997383,-0.020012596900713397,0.9999853959651562,372,0.000014603982504341384,0.9999707919826519,0.000029576919917058604,4,diàntī,elevator; escalator,Translation,列车 | 公交车 | 火车 | 电车 | 公共汽车 | 货车 | 车辆 | 大巴 | 慢车 | 出租车 | 巴士 | 公路,0.5
街道,34,37,0.36945797586852147,72,0.02645676203714198,0.04026911859522337,0.9999999994237925,372,5.675671887137227e-10,0.9999999988562253,2.1502237595029255e-9,4,jiēdào,street; subdistrict; residential district,Translation,列车 | 公交车 | 火车 | 电车 | 公共汽车 | 货车 | 车辆 | 大巴 | 慢车 | 出租车 | 巴士 | 公路,0.75
站台,34,37,0.3692604101574279,372,0.019147704330491677,0.029463115377345313,0.9999999988375095,372,1.162484981346635e-9,0.9999999976750245,4.185613076302979e-9,6,zhàntái,platform (at a railway station); (Tw) (of an influential person) to publicly lend one's support (e.g. for an election candidate); (Tw) website,Translation,列车 | 公交车 | 火车 | 电车 | 公共汽车 | 货车 | 车辆 | 大巴 | 慢车 | 出租车 | 巴士 | 公路,0.75
车厢,34,37,0.3688088054895629,283,-0.06763072601018616,-0.10714776536551945,0.9999955274571423,372,4.472038180238249e-6,0.999991055418962,9.942211942269286e-6,7-9,chēxiāng,carriage,Translation,列车 | 公交车 | 火车 | 电车 | 公共汽车 | 货车 | 车辆 | 大巴 | 慢车 | 出租车 | 巴士 | 公路,0.5
天桥,34,37,0.36634338791948123,328,0.04921944001612366,0.07207668194689891,0.9999998887045285,372,1.1098512130973073e-7,0.9999997777194072,3.1635052532228566e-7,7-9,tiānqiáo,"Tianqiao district of Jinan city 济南市, Shandong; Tianqiao district in Beijing, formerly a center of folk culture; overhead walkway; pedestrian bridge",Translation,列车 | 公交车 | 火车 | 电车 | 公共汽车 | 货车 | 车辆 | 大巴 | 慢车 | 出租车 | 巴士 | 公路,0.75
车位,34,37,0.36200535873363154,283,0.042318515873514595,0.06220446485472469,0.999999999024638,372,9.733930866579455e-10,0.999999998051245,3.542911086684371e-9,7-9,chēwèi,parking spot; unloading point; garage place; stand for taxi,Translation,列车 | 公交车 | 火车 | 电车 | 公共汽车 | 货车 | 车辆 | 大巴 | 慢车 | 出租车 | 巴士 | 公路,0.5
屋顶,34,37,0.36076065870554685,331,-0.039171669550294164,-0.06127856503789634,0.9999999462786363,331,5.2668234878673917e-8,0.9999998936104014,1.5992989222298193e-7,7-9,wūdǐng,roof,Translation,柜子 | 书桌 | 桌子 | 椅子 | 凳子 | 书橱 | 窗子 | 书柜 | 写字台 | 书架 | 窗台 | 屋子,0.0
路灯,34,37,0.36044582693100014,296,0.0012623499964031781,0.001969908625895934,0.999999999936108,296,6.206155493335922e-11,0.9999999998740464,2.623652432213604e-10,7-9,lùdēng,street lamp; street light,Translation,水管 | 热水器 | 炉灶 | 灯泡 | 电灯 | 水槽 | 炉子 | 水龙头 | 冰箱 | 空调 | 马桶 | 煤气,0.75
走廊,34,37,0.3589113240684432,283,-0.04653969717302042,-0.0725947890210264,1.0,372,7.416209547865271e-16,0.9999999999999992,6.700742289516523e-15,7-9,zǒuláng,corridor; aisle; hallway; passageway; veranda,Translation,列车 | 公交车 | 火车 | 电车 | 公共汽车 | 货车 | 车辆 | 大巴 | 慢车 | 出租车 | 巴士 | 公路,0.5
跑道,34,37,0.3557179907015109,328,-0.016815194053687477,-0.026099120898931034,0.9999999999781011,372,2.1000989057054997e-11,0.9999999999571001,9.401776862118841e-11,7-9,pǎodào,athletic track; track; runway (i.e. airstrip),Translation,列车 | 公交车 | 火车 | 电车 | 公共汽车 | 货车 | 车辆 | 大巴 | 慢车 | 出租车 | 巴士 | 公路,0.75
便道,34,37,0.34596080540630064,16,-0.005293090701488534,-0.008092925844874931,1.0,72,2.343671212553376e-22,1.0,3.173757362907698e-21,7-9,biàndào,pavement; sidewalk; shortcut; makeshift road,Translation,偏僻 | 僻静 | 偏远 | 郊外 | 郊区 | 山区 | 海边 | 市区 | 村庄 | 海滨 | 地段 | 边远,0.75
工地,34,37,0.3391107488055157,328,0.005765846581682721,0.008648919960135937,0.9999999999856044,371,1.4208702111634083e-11,0.9999999999713957,6.259363563758278e-11,7-9,gōngdì,construction site,Translation,灌溉 | 亩 | 公顷 | 耕地 | 住宅 | 果园 | 绿化 | 房屋 | 土地 | 水源 | 水库 | 水利,1.0
滑梯,34,37,0.33121720824962914,241,-0.02730038249346911,-0.04082100022642196,1.0,142,2.878111089385026e-16,0.9999999999999997,1.8592101735592777e-15,7-9,huátī,(children's) sliding board; a slide,Translation,飞机 | 军舰 | 潜艇 | 导弹 | 飞船 | 直升机 | 艘 | 船只 | 客机 | 渔船 | 船 | 坦克,0.25
座位,34,37,0.32692433475088734,331,-0.0682928496549492,-0.10146385195737728,0.9999999999538716,283,4.612476666563732e-11,0.9999999999077468,1.9094409381165629e-10,2,zuòwèi,seat,Translation,房间 | 卧室 | 浴室 | 卫生间 | 病房 | 寝室 | 洗手间 | 客厅 | 宿舍 | 教室 | 楼道 | 书房,0.5
停放,34,37,0.32517145100260886,239,-0.043251064183745414,-0.0640919300880268,1.0,372,5.687153905991888e-19,1.0,4.017597856637696e-18,7-9,tíngfàng,to park (a car etc); to moor (a boat etc); to leave sth (in a place),Translation,列车 | 公交车 | 火车 | 电车 | 公共汽车 | 货车 | 车辆 | 大巴 | 慢车 | 出租车 | 巴士 | 公路,0.75
台阶,34,37,0.32464824677306237,331,-0.017643943168476672,-0.02612556061958981,1.0,79,2.802440042695975e-15,0.9999999999999972,1.5695464481426672e-14,4,táijiē,steps; flight of steps; step (over obstacle); fig. way out of an embarrassing situation; bench (geology),Translation,棍子 | 钳子 | 剪子 | 绳子 | 叉子 | 梳子 | 剪刀 | 竹竿 | 棍 | 刷子 | 筷子 | 铲子,0.25
大门,34,37,0.32085372809109214,331,-0.05143883924663589,-0.07574044263256324,0.9999999999999858,129,1.585708125205994e-14,0.9999999999999699,8.651775247886151e-14,2,dàmén,"the Doors, US rock band; entrance; door; gate; large and influential family",Translation,区域 | 周边 | 横向 | 局部 | 倾斜 | 部分 | 内部 | 边缘 | 内外 | 各个 | 大面积 | 底层,0.0
睡觉,35,22,0.5587955545979684,314,0.12507011617484876,0.22086479715170568,0.9999999999993179,375,6.509438300458809e-13,0.999999999998667,3.3205298240325195e-12,1,shuìjiào,to go to bed; to sleep,Translation,唱歌 | 跳舞 | 念书 | 读书 | 打球 | 演戏 | 聊天儿 | 打牌 | 玩耍 | 上课 | 下棋 | 交朋友,1.0
晚饭,35,22,0.555675206452692,20,0.07550487064305966,0.14524925344662304,1.0,20,1.6979662692526306e-18,1.0,1.1606483459912009e-17,1,wǎnfàn,evening meal; dinner; supper,Translation,中餐 | 西餐 | 晚餐 | 烤肉 | 火锅 | 午餐 | 海鲜 | 早餐 | 小吃 | 烧烤 | 餐 | 美食,0.75
午饭,35,22,0.5412310911762066,20,0.06543115985326947,0.1248209677240215,1.0,20,1.0123449657324033e-17,1.0,6.611870241293194e-17,1,wǔfàn,lunch,Translation,中餐 | 西餐 | 晚餐 | 烤肉 | 火锅 | 午餐 | 海鲜 | 早餐 | 小吃 | 烧烤 | 餐 | 美食,0.75
早饭,35,22,0.5383714638963072,20,0.07060903931707568,0.13266451407767402,1.0,20,7.891829547500537e-18,1.0,5.187507712358671e-17,1,zǎofàn,breakfast,Translation,中餐 | 西餐 | 晚餐 | 烤肉 | 火锅 | 午餐 | 海鲜 | 早餐 | 小吃 | 烧烤 | 餐 | 美食,0.75
吃饭,35,22,0.5332501856733401,15,0.08641675365566298,0.15622193866644613,0.9999999999996874,375,3.1308986889489046e-13,0.9999999999993743,1.556783552438272e-12,1,chīfàn,to have a meal; to eat; to make a living,Translation,唱歌 | 跳舞 | 念书 | 读书 | 打球 | 演戏 | 聊天儿 | 打牌 | 玩耍 | 上课 | 下棋 | 交朋友,1.0
下班,35,22,0.5300518329361382,392,0.0841733928069156,0.15190420099615878,0.9999999999639471,15,3.602151504875019e-11,0.9999999999279255,1.5074402614110248e-10,1,xiàbān,to finish work; to get off work,Translation,请假 | 出差 | 上班 | 加班 | 开会 | 休假 | 应酬 | 请客 | 串门 | 公事 | 外出 | 探亲,0.75
起床,35,22,0.5291158954981487,392,0.07086642428781381,0.13081006943571954,1.0,392,1.5783287719277355e-16,0.9999999999999999,9.587408010863046e-16,1,qǐchuáng,to get out of bed; to get up,Translation,晚上 | 早上 | 早晨 | 傍晚 | 下午 | 中午 | 清晨 | 上午 | 夜里 | 凌晨 | 一早 | 深夜,0.75
下楼,35,22,0.5252809481021754,283,0.13300526361194626,0.21885789364932506,0.9999999999998437,178,1.499349760462552e-13,0.9999999999996938,7.650359577021691e-13,4,xià lóu,to go downstairs,Translation,乘坐 | 乘车 | 骑车 | 搭乘 | 驾车 | 开车 | 步行 | 下车 | 上车 | 行驶 | 乘 | 接送,0.25
回家,35,22,0.5242806818217943,15,0.10776163078663803,0.18468748804535684,1.0,272,6.56467836979322e-15,0.9999999999999934,3.582959463071784e-14,1,huí jiā,to return home,Translation,回去 | 完了 | 回来 | 过来 | 出来 | 下来 | 进去 | 下去 | 完 | 好久 | 上去 | 起来,0.5
午睡,35,22,0.5182669283630363,314,0.09520294408780605,0.1650147355911008,1.0,314,3.963014049386678e-18,1.0,2.650371998774217e-17,2,wǔshuì,to take a nap; siesta,Translation,抽烟 | 吸烟 | 戒烟 | 酗酒 | 熬夜 | 忌口 | 减肥 | 刷牙 | 饮食 | 睡眠 | 服用 | 上瘾,0.75
放学,35,22,0.5009498417635253,392,0.11314133841055407,0.18481363924561006,1.0,15,6.2690759705274e-17,0.9999999999999999,6.794035194196177e-16,1,fàngxué,to dismiss students at the end of the school day,Translation,请假 | 出差 | 上班 | 加班 | 开会 | 休假 | 应酬 | 请客 | 串门 | 公事 | 外出 | 探亲,0.75
洗澡,35,22,0.48938938459973147,314,0.08799659499385137,0.14700223028706064,1.0,296,5.686391024323702e-24,1.0,5.7869698152447e-23,2,xǐzǎo,to bathe; to take a shower,Translation,水管 | 热水器 | 炉灶 | 灯泡 | 电灯 | 水槽 | 炉子 | 水龙头 | 冰箱 | 空调 | 马桶 | 煤气,1.0
出门,35,22,0.4890799898969716,15,0.0806187191862976,0.13628645969326933,1.0,15,2.05800788932581e-15,0.9999999999999979,1.1655903118408151e-14,2,chūmén,to go out; to leave home; to go on a journey; away from home; (of a woman) to get married,Translation,请假 | 出差 | 上班 | 加班 | 开会 | 休假 | 应酬 | 请客 | 串门 | 公事 | 外出 | 探亲,0.5
睡,35,22,0.48622308947092097,27,0.05685234265153549,0.09963096412363684,0.9999999999985789,217,1.4188874850734592e-12,0.99999999999716,6.697856246364211e-12,1,shuì,to sleep; to lie down,Translation,蹲 | 爬 | 溜达 | 遛 | 躲 | 坐 | 躺 | 溜 | 走 | 晃荡 | 趴 | 跑,0.0
做饭,35,22,0.46949071605145776,80,0.05095785155926269,0.08763668391122457,1.0,20,5.875725030163572e-23,1.0,1.0028787902011067e-21,2,zuòfàn,to prepare a meal; to cook,Translation,中餐 | 西餐 | 晚餐 | 烤肉 | 火锅 | 午餐 | 海鲜 | 早餐 | 小吃 | 烧烤 | 餐 | 美食,1.0
休息,35,22,0.4551540230827229,15,0.08305875704431687,0.13227923369884512,1.0,290,3.9869485771453695e-26,1.0,4.430480689286977e-25,1,xiūxi,rest; to rest,Translation,住院 | 生病 | 患病 | 看病 | 治病 | 出院 | 求医 | 就诊 | 病 | 病情 | 打针 | 就医,1.0
在家,35,22,0.45182284685358054,33,0.0697039001277705,0.11281119522666251,1.0,226,5.144727724382558e-21,1.0,4.437164220359465e-20,1,zàijiā,to be at home; (at a workplace) to be in (as opposed to being away on official business 差); (Buddhism etc) to remain a layman (as opposed to becoming a monk or a nun 家),Translation,春节 | 中秋节 | 清明节 | 元宵节 | 除夕 | 圣诞节 | 节日 | 元旦 | 端午节 | 过年 | 佳节 | 新年,1.0
上楼,35,22,0.4455362798017233,283,0.0466239881879974,0.0775660316082119,0.999999999912589,178,8.74049347677233e-11,0.9999999998251841,3.524597855530198e-10,4,shàng lóu,to go upstairs,Translation,乘坐 | 乘车 | 骑车 | 搭乘 | 驾车 | 开车 | 步行 | 下车 | 上车 | 行驶 | 乘 | 接送,0.25
下课,35,22,0.4303616718647334,15,0.11551984249013786,0.16860317433665373,1.0,119,3.137041551093033e-22,1.0,4.978279094566873e-21,1,xiàkè,to finish class; to get out of class; (fig.) (esp. of a sports coach) to be dismissed; to be fired,Translation,决赛 | 半决赛 | 夺冠 | 比赛 | 冠军 | 预赛 | 亚军 | 单打 | 银牌 | 铜牌 | 参赛 | 世界杯,0.75
